video_id,viewse,comment_count,likes,dislikes 
E9pIhue2lSU                                                                                                                                                                                                                                                    ,1189186,3229,21011,1176
HlRd9Zy25zo                                                                                                                                                                                                                                                    ,186666,367,5189,37
8pfXS-SwbTw                                                                                                                                                                                                                                                    ,2936162,2924,58881,359
x-R19oA1m8w                                                                                                                                                                                                                                                    ,598659,635,14645,340
OVCZQJvgKLY                                                                                                                                                                                                                                                    ,354269,1331,7081,144
KUaIX_3W7GA                                                                                                                                                                                                                                                    ,80878,397,3155,115
9qTJR0575Ek                                                                                                                                                                                                                                                    ,66279,677,2318,35
XiHiW4N7-bo                                                                                                                                                                                                                                                    ,5933727,6539,90354,1903
nlozE2m-NMc                                                                                                                                                                                                                                                    ,2247877,2541,47931,1163
gsKjJRSmYio                                                                                                                                                                                                                                                    ,572461,4058,35276,269
WyuPSLj_6aw                                                                                                                                                                                                                                                    ,1654455,11272,142449,2738
QpFcf7uBacI                                                                                                                                                                                                                                                    ,888741,572,22630,226
2tDKp41nrw8                                                                                                                                                                                                                                                    ,6416697,113938,1290509,4358
pwj_SZHqiSc                                                                                                                                                                                                                                                    ,583437,6738,24261,863
BYF2tfdD1fA                                                                                                                                                                                                                                                    ,1145637,1208,6522,866
riaA0GW9jeI                                                                                                                                                                                                                                                    ,325109,704,4095,1245
P3iLo_JI9oY                                                                                                                                                                                                                                                    ,11461452,14258,229640,9323
6YNZlXfW6Ho                                                                                                                                                                                                                                                    ,18825555,11193,311827,9708
6SuMbFuKDf8                                                                                                                                                                                                                                                    ,2822391,16487,131909,5164
rDl3gAJpm_4                                                                                                                                                                                                                                                    ,935570,4204,69355,1079
nkWn5vKCZj4                                                                                                                                                                                                                                                    ,821060,8234,7015,1539
OKA-3wsJTs4                                                                                                                                                                                                                                                    ,553738,0,12376,140
2vPw8QbzFTo                                                                                                                                                                                                                                                    ,834813,2481,14818,510
zbGSbZXzvqw                                                                                                                                                                                                                                                    ,495665,382,4947,186
enq2P7ltPBk                                                                                                                                                                                                                                                    ,539283,2466,37312,161
BgR_HJ7aGDY                                                                                                                                                                                                                                                    ,1643096,17215,199687,682
Vm_CmfA5gRI                                                                                                                                                                                                                                                    ,1070170,5272,21774,2398
9mQk7Evt6Vs                                                                                                                                                                                                                                                    ,7460052,28774,351359,8341
m2i_SLAQPpU                                                                                                                                                                                                                                                    ,692404,630,21166,138
7C2z4GqqS5E                                                                                                                                                                                                                                                    ,39349927,692311,3880074,72707
iaL3EEWspLo                                                                                                                                                                                                                                                    ,662588,3733,10247,1663
pcJo0tIWybY                                                                                                                                                                                                                                                    ,982006,8081,90016,702
UvDJ-ZdHiSg                                                                                                                                                                                                                                                    ,270787,1530,19726,828
eZRmP-l3Nz0                                                                                                                                                                                                                                                    ,4634362,15487,164071,5575
1qsRU7C_Gp0                                                                                                                                                                                                                                                    ,351912,1673,7756,1974
wEKIAHrugZ4                                                                                                                                                                                                                                                    ,335113,0,12426,832
Un8b0JDw0Bc                                                                                                                                                                                                                                                    ,1858113,2653,20697,426
_4_V7ZGCYDE                                                                                                                                                                                                                                                    ,917796,3581,53476,339
UsXI9cvTb7E                                                                                                                                                                                                                                                    ,2678985,23817,206913,7991
Qcj15vHJTtk                                                                                                                                                                                                                                                    ,3508880,4705,39365,6892
DOEgxMcRm1c                                                                                                                                                                                                                                                    ,55139,174,557,115
0NS51Iph2Ms                                                                                                                                                                                                                                                    ,47064,1049,1146,225
TjXQzRWmb_I                                                                                                                                                                                                                                                    ,3295486,5498,44238,1289
EyRzpUQTIGA                                                                                                                                                                                                                                                    ,196939,1484,4035,237
MLFQxVOvan4                                                                                                                                                                                                                                                    ,275171,2884,9640,369
Yzk7ZhWPPfo                                                                                                                                                                                                                                                    ,66471,226,1484,131
GpxCT36DxKg                                                                                                                                                                                                                                                    ,2349949,4242,20094,1703
d72Ru3y4YJA                                                                                                                                                                                                                                                    ,291081,893,1294,128
je_0dC12gOs                                                                                                                                                                                                                                                    ,260757,448,7830,109
VEf7dupxbRg                                                                                                                                                                                                                                                    ,72155,94,722,43
RL1e5ZyVUkU                                                                                                                                                                                                                                                    ,696347,2173,29809,310
NBOT5jigRy4                                                                                                                                                                                                                                                    ,829197,1055,18060,559
N1HAMUAXzbs                                                                                                                                                                                                                                                    ,2803885,4665,49441,451
-8X32zNup1o                                                                                                                                                                                                                                                    ,513127,3369,6414,2059
COLLKZ-q9TM                                                                                                                                                                                                                                                    ,92456,107,2165,46
WBxwX1myxqc                                                                                                                                                                                                                                                    ,107403,216,3069,50
BZt0qjTWNhw                                                                                                                                                                                                                                                    ,619826,1484,21749,507
mzB1VGEGcSU                                                                                                                                                                                                                                                    ,5937616,21954,227755,2676
PWwvR6cSH4o                                                                                                                                                                                                                                                    ,2145489,3358,98030,697
i3Cyofu6hLE                                                                                                                                                                                                                                                    ,663114,1528,19099,344
SKV6h_5XFbk                                                                                                                                                                                                                                                    ,4455816,6824,147871,2253
3Q2j5ApzSqs                                                                                                                                                                                                                                                    ,1789595,14772,207597,3548
UKserM-i0_A                                                                                                                                                                                                                                                    ,554371,14170,92089,392
wxe8weq5RtU                                                                                                                                                                                                                                                    ,721333,736,10171,322
X1VzzNbfPaM                                                                                                                                                                                                                                                    ,113259,1454,15448,73
H3PKipRZKv0                                                                                                                                                                                                                                                    ,94868,1373,6712,128
QQDL4stQCqo                                                                                                                                                                                                                                                    ,141158,259,2401,141
-bx_vG94LSo                                                                                                                                                                                                                                                    ,190313,2207,26536,210
VoYLwjHSQAo                                                                                                                                                                                                                                                    ,342721,1259,4062,375
eF0ziX0TyHs                                                                                                                                                                                                                                                    ,47002,316,923,44
7PmUtmfTmbg                                                                                                                                                                                                                                                    ,2447693,3850,95276,1753
zCot9TDoA-M                                                                                                                                                                                                                                                    ,1248113,9697,68082,2864
zxjv0lo8bU8                                                                                                                                                                                                                                                    ,214591,552,9137,76
aEM2kOrrNJI                                                                                                                                                                                                                                                    ,2193030,8509,121479,8880
U1MzkfRLveA                                                                                                                                                                                                                                                    ,1226994,1581,13073,643
mQ055hHdxbE                                                                                                                                                                                                                                                    ,798095,5990,57778,1145
6wGj89GE6aQ                                                                                                                                                                                                                                                    ,1029163,7632,82807,730
H08xgoXkpa8                                                                                                                                                                                                                                                    ,156992,1024,3203,173
ggm2Pvj2QHQ                                                                                                                                                                                                                                                    ,297727,2944,11476,729
JtIY1Naxg0M                                                                                                                                                                                                                                                    ,445567,2680,24409,133
-PJaVBbRKcI                                                                                                                                                                                                                                                    ,287354,269,5531,68
g309T2rLOKk                                                                                                                                                                                                                                                    ,111936,561,2149,52
nyVsiKX8ojQ                                                                                                                                                                                                                                                    ,188701,2147,35970,111
Oqca3fl0GEQ                                                                                                                                                                                                                                                    ,160953,286,1082,265
W60dqZCEpiY                                                                                                                                                                                                                                                    ,184427,614,5266,142
wswvNZveNHc                                                                                                                                                                                                                                                    ,1631193,10610,28071,13497
M-E5wDgptQA                                                                                                                                                                                                                                                    ,1725355,2572,28520,791
ErKz5mD61q4                                                                                                                                                                                                                                                    ,13704832,4610,170549,5052
RNlQU-7y9Fo                                                                                                                                                                                                                                                    ,2929323,31474,146008,1984
Zlj7SUy4CcQ                                                                                                                                                                                                                                                    ,224572,535,4667,100
kFMZUxX6K6o                                                                                                                                                                                                                                                    ,4673846,18984,120940,22320
CZkUNPBlJIQ                                                                                                                                                                                                                                                    ,3304617,5472,100368,1415
nah07N01UF0                                                                                                                                                                                                                                                    ,141284,630,10491,111
G3Sl2vJrmf0                                                                                                                                                                                                                                                    ,2786252,7650,123576,7861
7a6irhXRudo                                                                                                                                                                                                                                                    ,1191149,1792,13890,830
hq1ijbMabsM                                                                                                                                                                                                                                                    ,202895,1789,14213,408
S0NMTuz9Duo                                                                                                                                                                                                                                                    ,83813,158,2121,85
pO481doRObY                                                                                                                                                                                                                                                    ,704062,5505,72904,522
LftOOM6qlJ4                                                                                                                                                                                                                                                    ,59180,670,6074,21
4KtBBzHWmTI                                                                                                                                                                                                                                                    ,459826,3781,47350,255
GfxNGjfSKRY                                                                                                                                                                                                                                                    ,169713,453,12074,185
j26WyjSo1dE                                                                                                                                                                                                                                                    ,98403,739,7866,271
I-GRBHy4TjU                                                                                                                                                                                                                                                    ,34864,870,1617,135
bGW2eZGnznk                                                                                                                                                                                                                                                    ,312542,557,3186,450
2PH7dK6SLC8                                                                                                                                                                                                                                                    ,2657225,5234,70083,1381
2Fdx4TcQFe8                                                                                                                                                                                                                                                    ,160425,429,4716,72
4LqZdkkBDas                                                                                                                                                                                                                                                    ,288952,6860,18954,1865
giOZ3EAleeI                                                                                                                                                                                                                                                    ,2653476,18206,89469,3702
-i1_jpjmdJE                                                                                                                                                                                                                                                    ,234821,1048,5228,628
FjqBekVMwjQ                                                                                                                                                                                                                                                    ,149343,147,2138,28
6ULbkqAuo48                                                                                                                                                                                                                                                    ,77511,1961,6578,253
wS4ESheuHDY                                                                                                                                                                                                                                                    ,2770111,13519,118307,4180
sdnD09M5uj0                                                                                                                                                                                                                                                    ,157331,418,7087,144
Ut7e-0X8lds                                                                                                                                                                                                                                                    ,2232908,24228,7101,6865
8nWw8q3zEpw                                                                                                                                                                                                                                                    ,254339,1676,6727,586
7IS-wPfdIG8                                                                                                                                                                                                                                                    ,1307582,8315,77456,3964
oVruAfu53z4                                                                                                                                                                                                                                                    ,236518,3776,10693,3826
ZBM7DYktEyo                                                                                                                                                                                                                                                    ,74953,702,5251,78
nOQxBSp563M                                                                                                                                                                                                                                                    ,1234455,3248,14099,4296
LF-1zy8VII4                                                                                                                                                                                                                                                    ,234684,1561,23264,201
MmPPxQnaGDY                                                                                                                                                                                                                                                    ,448255,6487,20369,762
UpvVb5pUEFQ                                                                                                                                                                                                                                                    ,332478,1896,24896,595
scLYjsvrUMk                                                                                                                                                                                                                                                    ,1580938,3971,59478,1124
E5yFcdPAGv0                                                                                                                                                                                                                                                    ,722936,20647,176659,1196
aJOTlE1K90k                                                                                                                                                                                                                                                    ,3057987,31301,406604,4520
8JnfIa84TnU                                                                                                                                                                                                                                                    ,471533,3844,67576,702
VmwOMtkDxtk                                                                                                                                                                                                                                                    ,8654006,57438,216560,19041
xTlNMmZKwpA                                                                                                                                                                                                                                                    ,20723565,68790,1018786,48090
av4QVqEMWyk                                                                                                                                                                                                                                                    ,1398355,7865,18889,939
2SJ0hgdciNE                                                                                                                                                                                                                                                    ,1113627,8109,111807,2201
YynKelHGhNc                                                                                                                                                                                                                                                    ,483885,8549,99474,322
z14A0Vblm0I                                                                                                                                                                                                                                                    ,124453,882,11732,179
0fOZ4Nwm5Pg                                                                                                                                                                                                                                                    ,61723,613,887,127
Hxkf1E4Uz9Y                                                                                                                                                                                                                                                    ,101104,238,2285,112
IZMkv8_w1yI                                                                                                                                                                                                                                                    ,336100,6347,17394,517
T3zm1_JSPOQ                                                                                                                                                                                                                                                    ,47823,838,4947,21
tIWpr3tHzII                                                                                                                                                                                                                                                    ,651204,9932,61014,679
hHaUQh6Gx-Q                                                                                                                                                                                                                                                    ,924784,931,33270,535
_bQbYmLAZ_k                                                                                                                                                                                                                                                    ,101747,3138,7659,372
rPmh6vmIGUE                                                                                                                                                                                                                                                    ,31315,647,1513,52
7AhWb8c0kXM                                                                                                                                                                                                                                                    ,84867,335,3498,281
5w1GdX44DHc                                                                                                                                                                                                                                                    ,1240028,693,12891,1225
0URpDxIjZrQ                                                                                                                                                                                                                                                    ,4630864,14834,130543,3587
YMdo_0H1thU                                                                                                                                                                                                                                                    ,314173,533,8339,171
eeBMQpzoEXQ                                                                                                                                                                                                                                                    ,278556,1117,7026,388
CE7SkcoyVAI                                                                                                                                                                                                                                                    ,64969,2167,7944,1716
-kxPDAiuijo                                                                                                                                                                                                                                                    ,855521,3118,29283,268
3p-lyt78cyA                                                                                                                                                                                                                                                    ,419275,2390,31910,858
D_6QmL6rExk                                                                                                                                                                                                                                                    ,5884233,134721,1437859,6390
IEq4clKnsdA                                                                                                                                                                                                                                                    ,217524,1346,3606,118
B663R7kgxEA                                                                                                                                                                                                                                                    ,1113570,3027,52230,4234
-VgOGzBcMIg                                                                                                                                                                                                                                                    ,155387,666,6153,576
GWoOLpf9G_A                                                                                                                                                                                                                                                    ,416845,3629,18267,2482
x1QroTKqG8c                                                                                                                                                                                                                                                    ,33373,1013,1681,174
CbCVIrOK2qM                                                                                                                                                                                                                                                    ,654156,1164,11093,560
tml1mo26jmw                                                                                                                                                                                                                                                    ,934131,6259,106750,811
nhs0fuubs1I                                                                                                                                                                                                                                                    ,4418757,2698,53757,3301
ptYSpR9cTHU                                                                                                                                                                                                                                                    ,2395403,29765,191347,5268
swqmsRWM4rY                                                                                                                                                                                                                                                    ,1801885,727,12971,1818
qPpUaeChvuY                                                                                                                                                                                                                                                    ,133150,1249,6597,164
e9nFy2DREw8                                                                                                                                                                                                                                                    ,136560,2137,5227,192
