video_id,title,publish_time 
goR0ki9OUts                                                                                                                                                                                                                                                    ,Kobe Bryant on Fighting Shaq                                                                                                                                                                                                                                   ,2018-03-09 11:00:03
mMHT2vdWvpg                                                                                                                                                                                                                                                    ,Mario Tennis Aces - Nintendo Switch - Nintendo Direct 3.8.2018                                                                                                                                                                                                 ,2018-03-08 22:47:34
T-f34TPnngQ                                                                                                                                                                                                                                                    ,Russell Westbrook & Steven Adams Check on Terrance Ferguson's Injury After Knocking Him Out!                                                                                                                                                                   ,2018-03-09 03:39:28
zVVrfqwA5lQ                                                                                                                                                                                                                                                    ,Judas Priest - Spectre (Official Video)                                                                                                                                                                                                                        ,2018-03-09 05:00:03
zorKvDiLbxw                                                                                                                                                                                                                                                    ,Tomorrowland Winter 2019 | Announcement                                                                                                                                                                                                                        ,2018-03-09 13:00:03
WX_0qCyFaeM                                                                                                                                                                                                                                                    ,Calum Scott - Only You (Audio)                                                                                                                                                                                                                                 ,2018-03-09 05:00:02
3K4WG7Tqza4                                                                                                                                                                                                                                                    ,"Sterling K. Brown Hosts SNL, Not This Is Us                                                                                                                                                                                                                    ",2018-03-09 15:33:27
7Jz8wZbXuDA                                                                                                                                                                                                                                                    ,"Ronda Rousey gets her WrestleMania match: Raw, March 5, 2018                                                                                                                                                                                                   ",2018-03-06 03:11:31
sFLTqo2emQ8                                                                                                                                                                                                                                                    ,iKON - ‘고무줄다리기 (RUBBER BAND)’ DANCE PRACTICE VIDEO (MOVING VER.)                                                                                                                                                                                               ,2018-03-07 02:00:13
2VggEmXPnGw                                                                                                                                                                                                                                                    ,The Most Famous Actor You’ve Never Seen                                                                                                                                                                                                                        ,2018-03-02 07:00:01
dtER80sOjX4                                                                                                                                                                                                                                                    ,Globglogabgalab                                                                                                                                                                                                                                                ,2018-02-21 03:42:56
UaAHl_m_ybk                                                                                                                                                                                                                                                    ,5 Seconds Of Summer - Want You Back (Audio)                                                                                                                                                                                                                    ,2018-02-23 00:00:01
r_ho3R3LbHU                                                                                                                                                                                                                                                    ,Hector Bellerin | Fan Visit                                                                                                                                                                                                                                    ,2018-03-09 17:05:31
_yiQHtBFYkg                                                                                                                                                                                                                                                    ,Kylie Minogue - Stop Me From Falling (Official Audio)                                                                                                                                                                                                          ,2018-03-09 08:32:56
UdRZLPG_xUM                                                                                                                                                                                                                                                    ,How I Changed My Life In One Week (this video could change your life...)                                                                                                                                                                                       ,2018-03-02 19:30:23
yzGmnjDFuZE                                                                                                                                                                                                                                                    ,"I Donated $30,000 To My Favorite Twitch Streamer (ninja)                                                                                                                                                                                                       ",2018-02-21 23:19:01
pkJtiVCMXVg                                                                                                                                                                                                                                                    ,Family Feud: Oscars Edition - SNL                                                                                                                                                                                                                              ,2018-03-11 08:24:02
tCXGJQYZ9JA                                                                                                                                                                                                                                                    ,Taylor Swift - Delicate                                                                                                                                                                                                                                        ,2018-03-12 01:15:10
6Km34EXxGZ4                                                                                                                                                                                                                                                    ,I React to Mean Comments                                                                                                                                                                                                                                       ,2018-03-11 15:41:38
pHvXZLREt9E                                                                                                                                                                                                                                                    ,A Dying Toys R Us Can't Sell Star Wars Toys                                                                                                                                                                                                                    ,2018-03-11 06:06:57
pspGtXW0QYo                                                                                                                                                                                                                                                    ,Cat Mind Control                                                                                                                                                                                                                                               ,2018-03-10 14:00:04
z85JsxyICg8                                                                                                                                                                                                                                                    ,Lily Allen - Three (Official Audio)                                                                                                                                                                                                                            ,2018-03-08 23:59:15
QfuOtGLfg04                                                                                                                                                                                                                                                    ,What is Happening to Men? Tucker and Jordan Peterson Debut New Men in America Series                                                                                                                                                                           ,2018-03-08 02:47:22
CrUETaziY_0                                                                                                                                                                                                                                                    ,A WRINKLE IN TIME MOVIE REVIEW - Double Toasted                                                                                                                                                                                                                ,2018-03-08 14:11:40
4HOxZEdicuk                                                                                                                                                                                                                                                    ,"I FEEL PRETTY Official Trailer (2018) Amy Schumer, Emily Ratajkowski Comedy Movie HD                                                                                                                                                                           ",2018-02-09 01:26:38
2AAUadR6Hjw                                                                                                                                                                                                                                                    ,The Fiorentina game comes to a halt in the 13th minute as they pay tribute to Davide Astori                                                                                                                                                                    ,2018-03-11 13:04:16
MwdYpMS8s28                                                                                                                                                                                                                                                    ,The Queen's University Talk: The  Rising Tide of Compelled Speech                                                                                                                                                                                              ,2018-03-12 04:36:27
kCwMARo94QY                                                                                                                                                                                                                                                    ,O.J. Simpson Confesses to Murdering Nicole and Ron | TMZ News                                                                                                                                                                                                  ,2018-03-12 14:09:26
94n19Cp2O2o                                                                                                                                                                                                                                                    ,THE GRINCH | Official Trailer (HD) | Universal Pictures Canada                                                                                                                                                                                                 ,2018-03-08 20:44:32
5sEaYB4rLFQ                                                                                                                                                                                                                                                    ,Fantastic Beasts: The Crimes of Grindelwald - Official Teaser Trailer                                                                                                                                                                                          ,2018-03-13 16:00:30
8OARiNiJ_w8                                                                                                                                                                                                                                                    ,G-Eazy - Sober (Official Video) ft. Charlie Puth                                                                                                                                                                                                               ,2018-03-14 14:00:00
fTK0hhBiCgA                                                                                                                                                                                                                                                    ,Eminem - River (Behind the Scenes) ft. Ed Sheeran                                                                                                                                                                                                              ,2018-03-14 15:40:39
7LNTrcguDaw                                                                                                                                                                                                                                                    ,The 100 Season 5 Official Trailer                                                                                                                                                                                                                              ,2018-03-14 17:00:04
PGMR2A1_9pE                                                                                                                                                                                                                                                    ,Anderson .Paak and Dr. Dre Perform The Next Episode Live in London | Apple Music                                                                                                                                                                               ,2018-03-14 01:39:16
5SkwvwSydmk                                                                                                                                                                                                                                                    ,Sean Hayes and Ellen Have a 'Battle of the Gays'                                                                                                                                                                                                               ,2018-03-14 13:01:08
eljAjPH6zQI                                                                                                                                                                                                                                                    ,February Favourites 2018 | Zoella                                                                                                                                                                                                                              ,2018-03-12 16:00:02
C9vVz7j-zV4                                                                                                                                                                                                                                                    ,Hawking 'transformed our view of the universe' - BBC News                                                                                                                                                                                                      ,2018-03-14 06:53:25
qzt7JvsYIuI                                                                                                                                                                                                                                                    ,Trump to Robert Mueller: 'It Wasn't Me' (w/ Shaggy)                                                                                                                                                                                                            ,2018-03-15 01:29:17
X-5yy4ETxlQ                                                                                                                                                                                                                                                    ,Harper Grace Auditions for American Idol With Down-home Original Tune - American Idol 2018 on ABC                                                                                                                                                              ,2018-03-12 00:41:19
WxAxIy1DzXE                                                                                                                                                                                                                                                    ,『モンスターハンター：ワールド』スペシャル生放送 2018 Spring                                                                                                                                                                                                                           ,2018-03-14 12:41:01
hUDAcPr9dQs                                                                                                                                                                                                                                                    ,Iggy Azalea Sees Into Her Future Love Life | Hollywood Medium with Tyler Henry | E!                                                                                                                                                                            ,2018-03-13 13:59:57
wowAOdTYqw8                                                                                                                                                                                                                                                    ,BIGBANG - 꽃 길 (Flower Road) (ENG SUB ADDED)                                                                                                                                                                                                                    ,2018-03-13 09:04:45
eFjFxgHedgM                                                                                                                                                                                                                                                    ,Tommy Wiseau’s Joker Audition Tape (Nerdist Presents)                                                                                                                                                                                                          ,2018-03-12 15:00:05
95Rzsn-zjr0                                                                                                                                                                                                                                                    ,"Rae Sremmurd, Swae Lee, Slim Jxmmi - Powerglide ft. Juicy J                                                                                                                                                                                                    ",2018-03-12 16:00:01
pWZtbfBGjIg                                                                                                                                                                                                                                                    ,#GameOn - 88 Seconds of Video Games                                                                                                                                                                                                                            ,2018-03-12 19:24:54
MowKgO0IeyU                                                                                                                                                                                                                                                    ,The Expanse Season 3 Official Trailer (HD)                                                                                                                                                                                                                     ,2018-03-09 23:34:09
VygnE7XlWJc                                                                                                                                                                                                                                                    ,Official Call of Duty®: WWII - Operation: Shamrock & Awe Trailer                                                                                                                                                                                               ,2018-03-13 17:26:05
6sHIq41sI-w                                                                                                                                                                                                                                                    ,NCT 127 엔시티 127 'TOUCH' MV                                                                                                                                                                                                                                     ,2018-03-13 15:01:07
CziHrYYSyPc                                                                                                                                                                                                                                                    ,Netta - TOY - Israel - Official Music Music - Eurovision 2018                                                                                                                                                                                                  ,2018-03-11 19:07:42
ijnp0bn0u6o                                                                                                                                                                                                                                                    ,Ready Player One Angry Movie Review [SXSW 2018 - NO SPOILERS!]                                                                                                                                                                                                 ,2018-03-12 18:31:00
sS0LCjOiIhc                                                                                                                                                                                                                                                    ,GOT7 Look M/V                                                                                                                                                                                                                                                  ,2018-03-12 09:00:02
byGeEw9tRh8                                                                                                                                                                                                                                                    ,Clairo - Flaming Hot Cheetos (Official Music Video)                                                                                                                                                                                                            ,2018-03-12 16:59:13
XthLQZWIshQ                                                                                                                                                                                                                                                    ,Sorry to Bother You Trailer #1 (2018) | Movieclips Trailers                                                                                                                                                                                                    ,2018-03-12 01:18:22
92RkVMMvgAU                                                                                                                                                                                                                                                    ,Oh Sh*t! Chloe Goes Pure Akka At Sam Over Norty Club Chat | Geordie Shore 1607                                                                                                                                                                                 ,2018-03-10 15:30:00
6BhLaE0PHRA                                                                                                                                                                                                                                                    ,"Lionel Richie on Embarrassing His Kids, Awards & Stevie Wonder                                                                                                                                                                                                 ",2018-03-13 09:00:01
DI8JsP05k5Q                                                                                                                                                                                                                                                    ,Nothing is Sacred - Star Wars                                                                                                                                                                                                                                  ,2018-03-12 22:27:19
CoAiBdkXFBA                                                                                                                                                                                                                                                    ,Birth of Messi's 3rd son evokes congratulations at training session                                                                                                                                                                                            ,2018-03-12 12:58:55
gegW-vR_UHo                                                                                                                                                                                                                                                    ,Calum Scott - If Our Love Is Wrong (Audio)                                                                                                                                                                                                                     ,2018-03-09 05:00:03
k3uh0MJeypI                                                                                                                                                                                                                                                    ,Dog Owners Be Like...                                                                                                                                                                                                                                          ,2018-03-08 21:32:11
nCWKrEA4FBw                                                                                                                                                                                                                                                    ,Calpurnia - City Boy (Official Video)                                                                                                                                                                                                                          ,2018-03-07 15:38:46
OG6qjAivguw                                                                                                                                                                                                                                                    ,Kelly Clarkson Had an Awkward Moment with Meryl Streep                                                                                                                                                                                                         ,2018-02-28 11:00:01
h3EJICKwITw                                                                                                                                                                                                                                                    ,Juice Wrld - All Girls Are The Same (Dir. by @_ColeBennett_)                                                                                                                                                                                                   ,2018-02-26 04:33:17
3RdLd4imW6U                                                                                                                                                                                                                                                    ,"Birdman on Love, Fatherhood & Lil Wayne                                                                                                                                                                                                                        ",2018-02-20 23:00:00
EpW_OEuHNX8                                                                                                                                                                                                                                                    ,"Meet John Cena's Family! The Cenas Talk KCA 🏆 , Dwayne Johnson & So Many Stars  ✨!! | KCA 2018                                                                                                                                                                 ",2018-02-12 16:00:41
WR7cc5t7tv8                                                                                                                                                                                                                                                    ,A Quiet Place (2018) - Official Trailer - Paramount Pictures                                                                                                                                                                                                   ,2018-02-12 20:00:00
cVx9EFK3DWE                                                                                                                                                                                                                                                    ,"I Feel Pretty | Official Trailer | April 20, 2018                                                                                                                                                                                                              ",2018-02-08 22:49:19
Yv_rod8-Ma0                                                                                                                                                                                                                                                    ,DRAKE & NINJA PLAY DUOS ON FORTNITE! | Fortnite Daily Funny and WTF Moments Ep. 115                                                                                                                                                                            ,2018-03-15 06:08:17
f_lDdj755PA                                                                                                                                                                                                                                                    ,Desus & Mero Pressed By DJ Envy In Heated Breakfast Club Interview                                                                                                                                                                                             ,2018-03-15 12:51:13
1SnWTW6YXbE                                                                                                                                                                                                                                                    ,Charlie Puth - Done For Me (feat. Kehlani) [Official Audio]                                                                                                                                                                                                    ,2018-03-15 16:02:17
ckS1F3mJzb0                                                                                                                                                                                                                                                    ,Kendall Jenner Doesn't Have Baby Fever                                                                                                                                                                                                                         ,2018-03-15 13:00:55
UM_3NQtO9BE                                                                                                                                                                                                                                                    ,"Kali Uchis ft. Tyler, The Creator: After the Storm                                                                                                                                                                                                             ",2018-03-15 09:30:00
1HcoMNJUiM0                                                                                                                                                                                                                                                    ,Ready Player One Trailer (2018) | 'Dreamer' | Movieclips Trailers                                                                                                                                                                                              ,2018-03-15 16:44:49
XGd1dq1BatM                                                                                                                                                                                                                                                    ,"Halsey - Alone (Audio) ft. Big Sean, Stefflon Don                                                                                                                                                                                                              ",2018-03-15 22:00:01
rqeQ2hRDDbc                                                                                                                                                                                                                                                    ,Pete Davidson and Chris Redd Are Bill Hader’s Biggest Fans - SNL                                                                                                                                                                                               ,2018-03-14 20:03:44
7iQn-toQp6A                                                                                                                                                                                                                                                    ,Benjamin Glaze Auditions for American Idol With Nick Jonas' Levels - American Idol 2018 on ABC                                                                                                                                                                 ,2018-03-12 01:04:34
GKPIae1_LYw                                                                                                                                                                                                                                                    ,Betsy DeVos Flunked Her '60 Minutes' Test                                                                                                                                                                                                                      ,2018-03-13 07:35:00
3v0c6smpHSk                                                                                                                                                                                                                                                    ,‘The Hamilton Polka’ - Weird Al Yankovic                                                                                                                                                                                                                       ,2018-03-02 05:01:27
NhNJjvStrJM                                                                                                                                                                                                                                                    ,Annihilation - Movie Review                                                                                                                                                                                                                                    ,2018-02-24 05:24:33
QwievZ1Tx-8                                                                                                                                                                                                                                                    ,Marvel Studios' Avengers: Infinity War - Official Trailer                                                                                                                                                                                                      ,2018-03-16 13:02:41
EBYsx1QWF9A                                                                                                                                                                                                                                                    ,Rick and Morty x Run The Jewels: Oh Mama | Adult Swim                                                                                                                                                                                                          ,2018-03-16 14:00:18
XvIpLfV5GKo                                                                                                                                                                                                                                                    ,The Chainsmokers - Everybody Hates Me (Audio)                                                                                                                                                                                                                  ,2018-03-16 04:01:00
Iwz4P8HfGVM                                                                                                                                                                                                                                                    ,"David Bisbal, Sebastian Yatra - A Partir De Hoy                                                                                                                                                                                                                ",2018-03-16 04:00:00
YiEFcURJ67U                                                                                                                                                                                                                                                    ,RuPaul Wants Judge Judy on 'Drag Race'                                                                                                                                                                                                                         ,2018-03-16 13:00:25
PAQjrGGhoUA                                                                                                                                                                                                                                                    ,The Voice 2018 Battle - Brynn vs. Dylan: Taylor Swift’s ...Ready For It? (Sneak Peek)                                                                                                                                                                          ,2018-03-16 20:59:46
xNNxGzBfZ2k                                                                                                                                                                                                                                                    ,'Jersey Shore: Family Vacation' Official Trailer | Premieres April 5th + 8/7c | MTV                                                                                                                                                                            ,2018-03-16 00:49:03
